Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
257,"St Vincents School for the Handicpapped destroyed, children okay",14/01/2010 06:40,"Port Au Prince, Haiti",Children there reportedly safe.,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
256,"Louis Naomie, 26 ans",14/01/2010 02:37,"Port-au-Prince, Delmas, 32 rue beau  numero 40",I am looking for my girlfriend. If you know about her please contact me: 8298482851 or mackendev@yahoo.fr,"1. Urgences | Emergency, ",18.539167,-72.335,YES,NO
255,Becky DeWine School Damaged in Cite Soleil,14/01/2010 01:29,Cite Soleil,Becky DeWine School in the Port-au-Prince slum known as Cite Soleil have been damaged but not demolished,"5b. Structures a risque | Unstable Structure, ",18.578491,-72.335553,YES,NO
254,Citigroup headquarters collapsed,14/01/2010 04:01,"Port-Au-Prince, Haiti","Citigroup's headquarters in PaP have collapsed, the company sent its own search and rescue team in by helicopter and have rescued two, forty still estimated trapped.","5a. Structure effondres | Collapsed structure, ",18.539269,-72.336408,YES,NO
253,Main flour mill destroyed,14/01/2010 01:41,"Port, port-au-prince","Haiti’s only major flour mill was severely damaged in the earthquake, The mill is located in Port-au-Prince along a port and *was* capable of grinding, 1,050 metric tons of wheat daily. http://blogs.wsj.com/dispatch/2010/01/14/haiti’s-only-wheat-mill-inoperable/","5a. Structure effondres | Collapsed structure, ",18.591586,-72.337418,YES,NO
252,TRAPPED,14/01/2010 06:10,"64 Rue Nord, port au prince, haiti",Christopher Frecynet still alive under his home. They heard him screaming. 64 Rue Nord Alexis. Call cousin Daphney 509-39046983,"1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, ",18.539269,-72.336408,YES,NO
251,"MISSING PERSONS: Marguerite Vixamar, Fritz Vixamar, Mario Vixamar",14/01/2010 02:00,"Rue Alexandre, Imp. Arnoux #14, Port-au-Prince","Looking for info regarding Marguerite Vixamar (age around 67), Mario Vixamar (age 40s), and Fritz Vixamar (age 40s) (also goes by Doc Zamar or Fito). Any help desperately appreciated. No contact since disaster. Marguerite lives at: Rue Alexandre, Imp. Arnoux #14","8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
250,Grand Goave Children's Home okay,14/01/2010 01:00,"Grand Goave Children's Home okay, Haiti",Grand Goave Children's School is okay.  No injuries.,"8e. Nouvelles de Personnes | Persons News, ",18.424764,-72.7703,YES,NO
248,Please help me find my family,14/01/2010 07:51,Port-au-Prince,"If anyone has had any contact, please help me find my family.  They are: 

Valerie Gilot, Eric Gilot Jr., Scheffer Gilot, Robert Guitry Gilot, Matthew Gilot, Sonya Gilot, Irma Gilot.  

Their address is 312 Avenue Magloire Ambroise in Carrefour-Feuilles in Port-au-Prince. 

My cousin Marie Josee Rebecca is also missing and she lived in Carrefour.  

Thank you and my prayers are also with you.","8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
247,Canadeau and Saint Francois d'Assise destroyed,14/01/2010 01:33,"20 Rue 4, port au prince, haiti","I know that Sacre Coeur, Canadeau and Saint Francois D'assiae are gone Rue 4 or Rue 6, #20, Ville de PaP, Haiti","1. Urgences | Emergency, 5a. Structure effondres | Collapsed structure, ",18.53056,-72.334424,YES,NO
246,Two pharmacies open near General Hospital,14/01/2010 01:23,"Port-au-Prince, Haiti","Twitter: @fredodupoux: only saw 2 open pharmacies today by the general hospital, and they are overly crowded.","7d. Services de sante | Hospital/Clinics Operating, ",18.539269,-72.340577,YES,NO
245,Rue Grande blocked,14/01/2010 05:01,"rue grande, saint-marc, haiti",St. Marc report: Rue Grande is blocked but the town is minimally damaged (report from family who lives on the edge of town on the main road).,"2. Urgences logistiques | Vital Lines, 5c. Route barree | Road blocked, ",19.108931,-72.697548,YES,NO
244,Roads to US Embassy blocked,14/01/2010 01:05,"Tabarre 41, Port-au-Prince, Haiti‎","&quot;The earthquake hit while I was on the road home and a four story building collapsed right as we got beside it, each floor falling on top of the other. My driver tried to take me back to the Embassy, but the roads were blocked by debris,&quot; David Lindwall.","5c. Route barree | Road blocked, ",18.583333,-72.266667,YES,NO
243,"godson alcin, nael alcin, saintelise cherry",14/01/2010 06:32,Saint-Marc,rue chavanne #21. I want to hear from them if anybody hear from them please let me know. mwen se kirdens. kirdens@yahoo.com,"2f. Sans courant | Power Outage, 8e. Nouvelles de Personnes | Persons News, ",19.116667,-72.7,YES,NO
242,Locate Michel-Ange Gedeon,14/01/2010 03:05,Port-au-Prince,"I am trying to locate Michel-Ange Gedeon, the police chief of Port-Au-Prince.  Please tell me the status of Michel-Ange and his family.

Thank You

F/Lt. Mary A. Kapp
Post Commander
Michigan Department of State Police
Monroe Post #28
300 Jones Ave
Monroe, MI 48161
Phone: (734) 242-3500
Cell: (734) 274-1788
Fax: (734) 242-8958
KappMA@michigan.gov","8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
241,lelenne cesar..... works in l'opital general.,14/01/2010 06:20,Port-au-Prince,"please, if you find my aunt, please give me a call (347)432-6186 or sephoracesar@yahoo.com. she works in lopital general in delmas 33. her name is lelenne cesar..... thank you.","1. Urgences | Emergency, ",18.539167,-72.335,YES,NO
240,Missing Person,14/01/2010 06:09,Delmas 73,Dr. Claude Demesmin..&quot;DOC&quot; Delma 29 #12...please anyone call me 908-247-8417..,"1c. Personnes prises au piege | People trapped, 8e. Nouvelles de Personnes | Persons News, ",18.544722,-72.302778,YES,NO
239,Missing Family,14/01/2010 05:54,Croix-des-Bouquets,"barbara meyan, mary-joze Fenelon, Patricia Pierre-Louis, Fritznel, - Croix-des-Bouquets Ruelle Savanne Bond #26 Beatrice--Delma","1c. Personnes prises au piege | People trapped, 8e. Nouvelles de Personnes | Persons News, 6b. Personnes Disparues | Missing Persons, ",18.581233,-72.230457,YES,NO
238,US Citizen living in Haiti,14/01/2010 03:11,"delmas 48, Musseau, haiti","I'd like to report that my father, a us citizen, lives in Musseau. His name
is George Sada. He is registered with the US embassy. He lives at #8 Rue
Merisier Prolonge in Musseau. He in near Delmas 48 and Delmas 60. He can be
reached by Rue Merisier or Impasse Roussan Prolonge.



I spoke with him on Weds morning at 3:30 and he seemed disoriented and could
not tell us if he had enough food and water for a couple of days. We can no
longer reach him and are very worried. He is 71 years old and a  cardiac
patient. He has medicine but we can't be sure he is taking it. He was afraid
to go back into the house and we don't know if it is still structurally
sound. He is alone and we can't reach anyone around him to go and check on
him.

My mother used to work for the US embassy and we always keep in touch just
in case something happens.
Can you find out any information regarding my father? Maybe if there is a
rescue team in the area someone can check on him.  He told me that there was
a hotel up the street from him that collapsed but that his immediate
neighbors are ok.



Thank you for any information you can gather.



Christine Evans

Kiki@fourpirates.com

Cell 847 277 1384

Home 847 277 1384","7. Secours | Services Available, 8e. Nouvelles de Personnes | Persons News, ",18.533918,-72.296364,YES,NO
237,Trying to reach Guy Amos Marcelin Dalmas 33,14/01/2010 05:42,Delmas 33,Please contact if you have seen or know any information. melissaholbrooks@aol.com,"8e. Nouvelles de Personnes | Persons News, ",18.544722,-72.302778,YES,NO
236,"Mother of Charles Darvey of NY, US citizen trapped in Carrefour",14/01/2010 05:41,"Carrefour, Port-au-Prince","US citizen and mother of Charles Darvey of NY is trapped under the ruins of her home at 300 Avenue Mavramboise (?), P-a-P, Carrefour. (Spelling of address/street uncertain)

I heard of this incident today when Charles called in from NYC to the Brian Lehrer show on WYNC. He has exhausted all avenues of communication trying to reach someone on the ground who can reach his mother and is desperately seeking someone to free her from the ruins of her home. 

She called him indicating she is trapped and in need of rescue and water.","1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, ",18.546511,-72.411618,YES,NO
234,Help needed,14/01/2010 03:25,Port-au-Prince,"GHISLAINE HYPPOLITE CRAAN and her family are trapped at their home Debussy # 19
FRITZ MITCHEL AND FAMILY ARE STILL TRAPPED IN THEIR HOME RUE ST.HUBERT # 7, TURGEAU. PLEASE HELP

Shirley","8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
233,MISSING PERSON: Rosa Crespo,14/01/2010 11:27,Port-au-Prince,"Looking for Rosa Crespo (Spain) member of the spanish police, and working for MINUSTAH, who was supposed to be inside the ONU delegation building little before the earthquake.","8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
232,Missing Persons,14/01/2010 05:21,Croiz-des-Bouquets,"I'm looking for Madame Eman, aunt Barbara  and Beatrice, uncle Fritznel (Pierre-Louis), and half sister Patricia. They live in Croix-des-Bouquets Ruelle Savanne Bond #26.","1c. Personnes prises au piege | People trapped, 8e. Nouvelles de Personnes | Persons News, 6a. Deces | Deaths, 6b. Personnes Disparues | Missing Persons, ",18.581233,-72.230457,YES,NO
231,Missing Family - Carrefour,14/01/2010 02:00,"885 BIS, RUELLE SAPOTILLE CARREFOUR","Mervil Family 885 BIS, RUELLE SAPOTILLE CARREFOUR

Wilson,Edeline,Sadrac &amp; 2 children","8e. Nouvelles de Personnes | Persons News, ",18.543744,-72.408485,YES,NO
230,MISSING PERSON   -Jean-Claude Germain,14/01/2010 04:49,Delmas 33   Hotel Chandelier,"Last Location Hotel Chandelier

We are desperately trying to find any information on our brother who been missing since the the Quake in Haiti. He is an american citizen on business in Haiti. The last conversation with him took place around 11 am Tuesday Jan 12th. We have not heard from him since. He is 5'8 235 lbs light skin dark hair, 60 years old male. His name is Jean-Claude Germain (Kalouf)","8e. Nouvelles de Personnes | Persons News, ",18.544722,-72.302778,YES,NO
229,Zanmi Lasante Buildings are OK,14/01/2010 04:39,"Cange, Haiti","All personnel safe, buildings shaken but OK","7d. Services de sante | Hospital/Clinics Operating, 8e. Nouvelles de Personnes | Persons News, ",18.934498,-71.994962,YES,NO
228,Leogane Nursing School,14/01/2010 04:33,Leogane,FSIL School of Nursing in Leogane is undamaged.,"8e. Nouvelles de Personnes | Persons News, ",18.512838,-72.623987,YES,NO
227,finding person,14/01/2010 04:34,Port-au Prince,Jessica Joseph,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
226,Looking for my dad,14/01/2010 04:35,"Delma 65, Port-au-Prince",Please help me find my father Francouer Joseph Blanc  he was in Delma 65 Lue st.,"1. Urgences | Emergency, ",18.544721,-72.305918,YES,NO
225,People congregating at Jacmel Airport,14/01/2010 04:26,jacmel airport,People congregating at airport,"8e. Nouvelles de Personnes | Persons News, ",18.246144,-72.516117,YES,NO
224,please help me find my brother and family,14/01/2010 04:00,Port-au-Prince,"My brother's work place is at the bicentenaire area. He usually gets off from work around 5:00 to 5:30 and has to walk from his job to the main blvd to catch transportation to his home. Since there's no form of contact, I want to know if you can help me to find him and make sure that both family and he are ok. I am so worried and I don't know what else to do.","6c. Seisme et repliques | Earthquake and aftershocks, 8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
223,Children Trapped &amp; others without water,14/01/2010 04:21,"Delmas school petits poucieres, Delmas 3 #29","Children are both still trapped and some outside without water. Delmas school petits poucieres, Delmas 3 #29","1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, 8d. Recherche et sauvetage | Search and Rescue, ",18.543361,-72.305212,YES,NO
222,St. Michel Hospital collapsed,14/01/2010 04:13,"rue st-philippe, jacmel",St. Michel Hospital collapsed in Jacmel,"5a. Structure effondres | Collapsed structure, ",18.238072,-72.53405,YES,NO
221,MISSING PERSON: George Sada,14/01/2010 03:11,"#8 rue merisier prolonge, musseau","Hello, I am looking for my father George Sada. He lives at #8 Rue Merisier Prolonge in Musseau. We can not contact him to see if he is still ok. We heard a hotel at the end of the block has collapsed but we do not know if there are any people caught in it. His phone numbers are 37580529, 34063989, 37825682, 37168046, 35834593, 35520780. Please help us. 
Christine Evans kiki@fourpirates.com 847 2771384, 8479175546","5a. Structure effondres | Collapsed structure, 8e. Nouvelles de Personnes | Persons News, 6b. Personnes Disparues | Missing Persons, ",18.536258,-72.295747,YES,NO
220,les oblats,14/01/2010 04:13,"bois patate,port-au-prince","la maison des oblats a bois patate,port-au-prince haiti.lucette dieudonne. no sing from her","7. Secours | Services Available, 8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, ",18.5317,-72.259827,YES,NO
219,Hospital functional,14/01/2010 04:03,Dessalines,"Largely undamaged, hospital functional, large influx of displaced

They felt the quake there, but all are well and none of their buildings were harmed. They are seeing an influx of refuges from Port-au-Prince in their clinic and the hospital in Dessalines is full.","7d. Services de sante | Hospital/Clinics Operating, ",19.2579,-72.517319,YES,NO
218,Auberge du Quebec,14/01/2010 03:58,"67 Thor Ave, Port-au-Prince, Haiti","The Auberge du Québec in Carrefour, located on a hillside southwest of Port-au-Prince, suffered little damage, has food and is operating on a generator – a luxury virtually non-existent in the quake affaected zone. The grounds of the hotel are now filled with people unable or afraid to return to their homes.","2d. Refuge | Shelter needed, ",18.539269,-72.336408,YES,NO
